phase,experiment,method,episode,env_reward,training_reward,steps,wall_time_seconds,cpu_time_seconds,gpu_time_seconds,gpu_memory_mb,process_memory_mb,gpu_util_percent,gpu_memory_used_mb_smi,gpu_memory_total_mb_smi,gpu_power_watts,gpu_temperature_c,average_loss,loss_updates,average_rnd_intrinsic,average_count_intrinsic,average_rnd_loss,replay_buffer_size,learn_steps,epsilon,gamma,learning_rate,lr_multiplier,dqn_technology,rnd_beta,count_beta,count_state_bin_size,action_source_counts
train,standard_epsilon,Epsilon,36,861.1376690062838,870.3780287386151,500,10.457424402236938,6.487214105999982,10.4572041015625,2.00634765625,0.0,31.0,4437.0,49140.0,116.7,36.0,0.2711671562381089,500,0.015770630607643398,0.01832301315858833,0.015770630607643398,12226,12163,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'epsilon_random': 122, 'greedy': 378}"
train,standard_epsilon,Epsilon,37,128.55830046694848,128.7076289531162,60,1.1219720840454102,0.6367041530000108,1.1216876220703125,2.00634765625,0.0,38.0,4437.0,49140.0,121.11,36.0,0.32802976615106066,60,0.02501181237239507,0.00223868997907247,0.02501181237239507,12286,12223,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 52, 'epsilon_random': 8}"
train,standard_epsilon,Epsilon,38,122.20013166624865,122.32089159622424,57,1.467757225036621,0.8949864010000113,1.4672596435546874,2.00634765625,0.0,31.0,4437.0,49140.0,118.11,35.0,0.4129186712793614,57,0.010402182910566856,0.0020145734336244397,0.010402182910566856,12343,12280,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 51, 'epsilon_random': 6}"
train,standard_epsilon,Epsilon,39,128.6465287221833,128.78338559607255,60,1.1903142929077148,0.7218820420000043,1.19028369140625,2.00634765625,0.0,33.0,4437.0,49140.0,112.88,35.0,0.3481800774578005,60,0.010705387982792065,0.002173894018326272,0.010705387982792065,12403,12340,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 48, 'epsilon_random': 12}"
train,standard_epsilon,Epsilon,40,953.416949981877,960.2391345022602,500,11.418800592422485,6.9286481409999965,11.4185126953125,2.00634765625,0.0,37.0,4437.0,49140.0,140.6,37.0,0.26131515780091286,500,0.020751740938412696,0.013436851631383149,0.020751740938412696,12903,12840,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 403, 'epsilon_random': 97}"
train,standard_epsilon,Epsilon,41,130.66509760523417,130.80531485549622,61,1.210693120956421,0.8311977570000124,1.2104537353515625,2.00634765625,0.0,39.0,4437.0,49140.0,147.3,37.0,0.3206993206785839,61,0.018659640676112938,0.0021120470401581543,0.018659640676112938,12964,12901,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 44, 'epsilon_random': 17}"
train,standard_epsilon,Epsilon,42,1052.5438015797674,1061.0150717054883,500,10.107074737548828,6.258796318999998,10.10679296875,2.00634765625,0.0,38.0,4437.0,49140.0,123.52,36.0,0.2615384704582393,500,0.017500330273949656,0.016767536948701905,0.017500330273949656,13464,13401,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 389, 'epsilon_random': 111}"
train,standard_epsilon,Epsilon,43,585.6961842222019,595.4480413096968,500,11.445665121078491,6.897543369999994,11.44519921875,2.00634765625,0.0,39.0,4437.0,49140.0,115.04,35.0,0.2550626411624253,500,0.021085037929500686,0.019292863795694993,0.021085037929500686,13964,13901,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 405, 'epsilon_random': 95}"
train,standard_epsilon,Epsilon,44,882.7533096281469,891.8363769069726,500,11.112391471862793,6.973100009000007,11.1122685546875,2.00634765625,0.0,32.0,4437.0,49140.0,129.79,36.0,0.2755318127013743,500,0.013249045225315058,0.018033644105399687,0.013249045225315058,14464,14401,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'greedy': 388, 'epsilon_random': 112}"
train,standard_epsilon,Epsilon,45,128.50071423349925,128.62555757107333,60,1.223480224609375,0.7174818399999765,1.2231815185546875,2.00634765625,0.0,38.0,4437.0,49140.0,115.42,35.0,0.28644972015172243,60,0.0157544704406367,0.0019231775884945466,0.0157544704406367,14524,14461,0.2,0.99,0.0001,1.0,DQN + RND + CountBased + TargetNetwork + ReplayBuffer + Adam,0.01,0.05,1.0,"{'epsilon_random': 10, 'greedy': 50}"
